,Mindtree_close_prices,Moving_avg_14,Std_dev_14,Upper_band,Lower_band
93,471.1,458.7571428571429,11.752689661760824,482.2625221806646,435.2517635336213
94,458.8,459.7250000000001,11.094276937645686,481.9135538752914,437.53644612470873
95,461.9,461.08571428571435,9.977367245060407,481.04044877583516,441.13097979559353
96,464.85,462.3892857142858,9.092117857947343,480.57352143018045,444.20504999839113
97,479.2,465.0107142857143,8.159354673089519,481.32942363189335,448.69200493953525
98,480.2,467.5785714285715,6.638283903748286,480.85513923606806,454.3020036210749
99,478.35,468.7071428571429,7.048045477641026,482.803233812425,454.61105190186083
100,480.05,469.77857142857147,7.5701263653102275,484.9188241591919,454.63831869795104
101,479.65,470.25714285714287,7.986379201315506,486.2299012597739,454.28438445451184
102,490.3,471.46071428571435,9.609333975385741,490.6793822364858,452.24204633494287
103,486.3,473.0321428571429,10.132840879322485,493.2978246157879,452.7664610984979
104,483.35,474.52142857142866,9.997109472350164,494.515647516129,454.52720962672834
105,484.55,475.9750000000001,9.859430276875653,495.6938605537514,456.25613944624877
106,494.25,478.06071428571437,10.44187535785452,498.9444650014234,457.17696357000534
107,504.35,480.43571428571437,12.344828075746557,505.1253704372075,455.74605813422124
108,502.1,483.5285714285715,11.924275728458904,507.3771228854893,459.68001997165373
109,497.35,486.0607142857144,10.676793284274499,507.41430085426344,464.7071277171654
110,502.95,488.78214285714296,9.661931785318187,508.10600642777933,469.4582792865066
111,502.8,490.46785714285727,9.916916532695584,510.30169020824843,470.6340240774661
112,507.15,492.3928571428573,10.375541823530808,513.1439407899189,471.6417734957957
113,486.5,492.9750000000001,9.735951417297096,512.4469028345943,473.5030971654059
114,476.35,492.7107142857144,10.154994575829866,513.0207034373741,472.40072513405465
115,479.55,492.7035714285716,10.164918257752113,513.0334079440759,472.3737349130674
116,479.65,491.94285714285724,10.740825371930136,513.4245078867175,470.461206398997
117,474.75,491.11785714285725,11.615550040666204,514.3489572241897,467.88675706152486
118,473.85,490.4392857142858,12.358011704828197,515.1553091239422,465.72326230462943
119,480.95,490.18214285714294,12.52628938768952,515.234721632522,465.1295640817639
120,486.8,489.6500000000001,12.498399897585562,514.6467997951712,464.653200204829
121,484.55,488.2357142857144,11.808234228891342,511.85218274349705,464.6192458279317
122,493.35,487.6107142857144,11.235643464701926,510.0820012151182,465.13942735631053
123,493.75,487.35357142857146,11.035004867128388,509.4235811628282,465.2835616943147
124,494.25,486.73214285714295,10.310312372026154,507.35276760119524,466.11151811309065
125,507.6,487.0750000000001,10.945946738403428,508.96689347680694,465.18310652319326
126,497.5,486.3857142857144,9.831668388257786,506.04905106223,466.72237750919885
127,492.25,486.7964285714287,9.956124212796052,506.7086769970208,466.8841801458366
128,510.8,489.2571428571429,11.337104791564364,511.93135244027167,466.5829332740142
129,516.45,491.8928571428572,13.06449765207479,518.0218524470068,465.76386183870767
130,507.5,493.8821428571429,13.176751192080397,520.2356452413037,467.52864047298215
131,507.9,496.25000000000006,12.431705743472207,521.1134114869444,471.38658851305564
132,519.45,499.50714285714287,12.08008305407629,523.6673089652954,475.3469767489903
133,513.3,501.8178571428572,11.327953972751104,524.4737650883594,479.16194919735494
134,512.45,503.65000000000003,10.772846920346007,525.195693840692,482.104306159308
135,550.05,508.3285714285715,15.166787022023124,538.6621454726177,477.9949973845252
136,545.85,512.0785714285714,17.490730669147073,547.0600327668656,477.0971100902773
137,548.7,516.0035714285715,19.14830243817245,554.3001763049164,477.7069665522266
138,539.2,519.2142857142857,18.988016753199034,557.1903192206837,481.2382522078876
139,529.9,520.8071428571428,18.87377970729627,558.5547022717353,483.05958344255026
140,552.75,524.7535714285714,19.394561730682778,563.5426948899369,485.96444796720584
141,539.95,528.1607142857142,17.32465094077721,562.8100161672686,493.5114124041598
142,539.85,530.2357142857143,16.817646736634565,563.8710077589834,496.6004208124451
143,556.9,533.1249999999999,17.7176547110935,568.5603094221868,497.6896905778129
144,546.1,535.8821428571429,16.375833591734263,568.6338100406114,503.13047567367437
145,545.85,538.5928571428572,14.410651204295586,567.4141595514483,509.771554734266
146,564.45,541.8071428571428,14.82505489862524,571.4572526543933,512.1570330598923
147,564.2,545.4428571428572,13.476173520226492,572.3952041833102,518.4905101024042
148,565.6,549.2392857142856,10.658676107924025,570.5566379301337,527.9219334984376
149,566.55,550.4178571428571,11.623758943561533,573.6653750299802,527.170339255734
150,575.65,552.5464285714286,13.32671498973354,579.1998585508957,525.8929985919615
151,571.3,554.1607142857142,14.167231673714896,582.4951776331441,525.8262509382844
152,577.45,556.8928571428571,14.736921935461197,586.3667010137794,527.4190132719348
153,576.65,560.2321428571429,13.38460089837581,587.0013446538945,533.4629410603912
154,599.7,563.5857142857143,16.809331526674114,597.2043773390625,529.9670512323661
155,598.45,567.7642857142858,17.727905301350297,603.2200963169864,532.3084751115853
156,611.1,572.8535714285715,19.25893862685553,611.3714486822826,534.3356941748605
157,613.0,576.8607142857144,21.401304584349802,619.663323454414,534.0581051170147
158,612.4,581.5964285714286,21.406410473049593,624.4092495175279,538.7836076253294
159,606.9,585.9571428571428,19.715845415289504,625.3888336877218,546.5254520265638
160,605.05,588.8571428571428,19.290350887494807,627.4378446321324,550.2764410821532
161,599.3,591.3642857142855,18.082305721887813,627.5288971580611,555.19967427051
162,599.9,593.8142857142855,16.5845900273014,626.9834657688882,560.6451056596827
163,602.3,596.3678571428569,14.710038528723313,625.7879342003035,566.9477800854103
164,632.65,600.4392857142855,16.33330927149441,633.1059042572742,567.7726671712967
165,626.05,604.3499999999997,15.34425475043351,635.0385095008667,573.6614904991327
166,623.85,607.6642857142854,14.042948251860965,635.7501822180074,579.5783892105634
167,621.2,610.8464285714283,11.24285181940143,633.3321322102312,588.3607249326254
168,633.75,613.2785714285711,12.281125516665679,637.8408224619025,588.7163203952398
169,627.5,615.3535714285711,12.03463693942576,639.4228453074226,591.2842975497196
170,619.75,615.9714285714282,12.02149859923811,640.0144257699044,591.928431372952
171,624.85,616.8178571428568,12.211857528065504,641.2415721989878,592.3941420867259
172,684.15,621.9428571428568,21.635199747909144,665.2132566386751,578.6724576470385
173,702.4,628.7642857142854,29.97522328505788,688.7147322844012,568.8138391441696
174,757.35,639.6428571428569,44.71774237946905,729.0783419017949,550.2073723839188
175,762.55,651.3035714285712,53.759294238606415,758.822159905784,543.7849829513584
176,753.45,662.2714285714284,57.96434817489765,778.2001249212237,546.342732221633
177,749.55,672.7892857142855,59.58218363859258,791.9536529914707,553.6249184371003
178,761.95,682.0249999999999,62.81521664619022,807.6554332923803,556.3945667076194
179,764.45,691.9107142857143,64.20356202247471,820.3178383306638,563.5035902407649
180,770.0,702.35,64.16759306690678,830.6851861338135,574.0148138661865
181,753.6,711.8071428571428,60.96427345062674,833.7356897583963,589.8785959558893
182,735.15,719.05,56.86279032088635,832.7755806417726,605.3244193582273
183,705.0,724.5857142857142,50.70342284217366,825.9925599700615,623.1788686013668
184,720.7,731.7964285714286,40.872722069136,813.5418727097006,650.0509844331566
185,717.45,738.4107142857143,27.558791551126234,793.5282973879669,683.2931311834618
186,733.3,741.9214285714286,22.841718868756573,787.6048663089417,696.2379908339154
187,717.2,742.9785714285715,21.151893116640235,785.282357661852,700.6747851952911
188,722.4,740.4821428571429,21.386413796032574,783.254970449208,697.7093152650777
189,723.6,737.7,20.820801359000384,779.3416027180008,696.0583972819993
190,701.6,733.9964285714286,22.35843038634056,778.7132893441097,689.2795677987475
191,713.2,731.4000000000002,22.523304170778434,776.4466083415571,686.3533916584433
192,691.55,726.3714285714286,23.03108029035604,772.4335891521407,680.3092679907165
193,697.8,721.6107142857143,21.384116846315255,764.3789479783447,678.8424805930838
194,726.15,718.4785714285714,16.37630457852164,751.2311805856147,685.7259622715281
195,740.7,717.5571428571428,14.50404263463842,746.5652281264197,688.549057587866
196,811.9,723.0392857142857,28.962954976817763,780.9651956679212,665.1133757606502
197,801.85,729.9571428571428,35.21451218080466,800.3861672187521,659.5281184955335
198,802.7,735.8142857142857,40.04453976306062,815.903365240407,655.7252061881644
199,815.1,742.7892857142857,44.81948056272265,832.4282468397311,653.1503245888404
200,814.05,748.5571428571428,48.54538264165159,845.647908140446,651.4663775738396
201,859.55,758.7249999999998,55.8330297542473,870.3910595084944,647.0589404915052
202,826.1,766.1321428571428,57.49716918497751,881.1264812270978,651.1378044871877
203,831.3,773.8249999999998,58.56381381417849,890.9526276283568,656.6973723716428
204,817.2,782.0821428571427,55.67541788431983,893.4329786257823,670.7313070885031
205,813.85,789.2714285714284,52.504669075478596,894.2807667223856,684.2620904204712
206,815.15,798.0999999999998,44.606514701850514,887.3130294037009,708.8869705962987
207,800.85,805.4607142857142,34.03119145370176,873.5230971931177,737.3983313783107
208,799.55,810.7035714285713,25.44300919768015,861.5895898239316,759.817553033211
209,843.65,818.0571428571427,17.194418337888028,852.4459795329187,783.6683061813667
210,812.35,818.0892857142856,17.182439364879208,852.454164444044,783.7244069845271
211,779.4,816.4857142857142,19.680558823485477,855.8468319326851,777.1245966387432
212,772.95,814.3607142857142,22.663611791831052,859.6879378693762,769.0334907020521
213,790.9,812.6321428571426,23.50996194041651,859.6520667379757,765.6122189763096
214,772.65,809.6749999999998,25.80917211738657,861.293344234773,758.0566557652267
215,782.75,804.1892857142856,22.318689810009648,848.8266653343048,759.5519060942663
216,771.9,800.317857142857,22.91841388611363,846.1546849150842,754.4810293706297
217,772.8,796.1392857142855,22.155379435079514,840.4500445844445,751.8285268441265
218,771.95,792.9071428571426,22.14724203305193,837.2016269232465,748.6126587910387
219,810.2,792.6464285714284,21.901865606226774,836.4501597838819,748.8426973589749
220,800.65,791.6107142857142,21.08338918321247,833.7774926521391,749.4439359192892
221,779.55,790.0892857142854,21.133842515046776,832.3569707443789,747.8216006841919
222,805.95,790.5464285714285,21.421488710443974,833.3894059923164,747.7034511505406
223,831.7,789.6928571428571,19.27307664896119,828.2390104407795,751.1467038449347
224,822.25,790.3999999999999,20.321436200008588,831.042872400017,749.7571275999827
225,827.75,793.8535714285714,22.318554408370083,838.4906802453115,749.2164626118313
226,829.95,797.925,23.38548818589356,844.6959763717871,751.1540236282128
227,836.4,801.175,25.4082871853372,851.9915743706744,750.3584256293256
228,852.15,806.8535714285714,27.352235629950123,861.5580426884717,752.1491001686711
229,868.85,813.0035714285714,30.957715977954624,874.9190033844807,751.0881394726621
230,882.95,820.9357142857143,33.71951859185154,888.3747514694173,753.4966771020113
231,865.1,827.5285714285716,32.58833388645088,892.7052392014733,762.3519036556698
232,897.6,836.5035714285715,33.39658241546999,903.2967362595115,769.7104065976315
233,979.85,848.6214285714286,49.84579186885586,948.3130123091404,748.9298448337169
234,1000.6,862.9035714285716,62.1662487710501,987.2360689706718,738.5710738864714
235,999.95,878.6464285714288,67.14194626165205,1012.9303210947329,744.3625360481248
236,1033.7,894.9142857142859,75.27200273411617,1045.4582911825182,744.3702802460537
237,1070.6,911.9785714285716,86.13456983627155,1084.2477111011146,739.7094317560285
238,1050.7,928.2964285714288,89.4056173254293,1107.1076632222873,749.4851939205702
239,1084.6,946.6428571428575,93.44792020804562,1133.5386975589486,759.7470167267662
240,1051.65,962.4785714285716,90.90196687870994,1144.2825051859916,780.6746376711517
241,1031.85,976.4392857142859,84.85695923270112,1146.1532041796881,806.7253672488837
242,1010.05,987.7178571428574,77.21603711252718,1142.1499313679117,833.2857829178031
243,1014.75,998.1392857142858,69.38787074945743,1136.9150272132008,859.363544215371
244,1031.3,1008.7357142857144,61.29994173849946,1131.3355977627134,886.1358308087155
245,1018.05,1019.6607142857143,45.26370246665203,1110.1881192190183,929.1333093524103
246,1016.8,1028.175,28.728033414188996,1085.631066828378,970.718933171622
247,1007.55,1030.1535714285712,25.9647354360553,1082.0830423006819,978.2241005564606
248,994.1,1029.6892857142855,26.584561588180716,1082.8584088906468,976.5201625379241
249,1001.15,1029.7749999999999,26.483040654507583,1082.741081309015,976.8089186909847
250,1005.25,1027.7428571428568,27.239428839773584,1082.221714822404,973.2639994633096
251,1001.7,1022.8214285714283,25.035718439916902,1072.8928654512622,972.7499916915946
252,1006.35,1019.6535714285711,24.02215695406776,1067.6978853367066,971.6092575204356
253,1029.6,1015.7249999999997,15.607330008703757,1046.9396600174073,984.5103399825922
254,1018.9,1013.385714285714,11.798034852220347,1036.9817839901548,989.7896445812734
255,1033.9,1013.5321428571425,12.054756596214915,1037.6416560495722,989.4226296647126
256,1038.35,1015.5535714285712,13.688055774276522,1042.9296829771242,988.1774598800182
257,1023.6,1016.1857142857141,13.851470743528534,1043.8886557727712,988.482772798657
258,1011.45,1014.767857142857,13.185257022441233,1041.1383711877395,988.3973430979745
259,1018.45,1014.7964285714286,13.193347162158757,1041.183122895746,988.409734247111
260,1019.05,1014.9571428571428,13.233274743620488,1041.4236923443839,988.4905933699018
261,1007.95,1014.9857142857144,13.216473237431694,1041.4186607605777,988.552767810851
262,1006.7,1015.8857142857144,12.063540566085702,1040.0127954178859,991.758633153543
263,999.85,1015.7928571428573,12.190031506622622,1040.1729201561025,991.412794129612
264,990.85,1014.7642857142858,13.666191138000473,1042.0966679902867,987.4319034382848
265,1013.8,1015.6285714285715,13.149257280681331,1041.927085989934,989.3300568672088
266,1013.4,1016.1321428571429,12.899204017546927,1041.9305508922366,990.333734822049
267,1028.3,1016.0392857142857,12.799086183921164,1041.637458082128,990.4411133464433
268,1032.9,1017.0392857142857,13.563854378641118,1044.166994471568,989.9115769570035
269,1044.0,1017.7607142857142,14.746644710589838,1047.2540037068939,988.2674248645345
270,1028.75,1017.0749999999999,13.915372655966939,1044.9057453119337,989.244254688066
271,992.75,1014.8714285714285,15.187136691282653,1045.2457019539938,984.4971551888632
272,1002.5,1014.2321428571428,15.526808170986204,1045.285759199115,983.1785265151703
273,991.9,1012.3357142857141,16.559094974490776,1045.4539042346955,979.2175243367325
274,984.25,1009.8499999999998,18.021077403135642,1045.892154806271,973.8078451937286
275,996.2,1009.0107142857141,18.386284379865263,1045.7832830454447,972.2381455259836
276,989.85,1007.8071428571427,19.08731815332595,1045.9817791637945,969.6325065504908
277,983.85,1006.6642857142855,20.054880746561714,1046.774047207409,966.5545242211621
278,953.2,1003.9749999999998,24.39366839351707,1052.762336787034,955.1876632129656
279,967.05,1000.6357142857141,26.086361221120946,1052.808436727956,948.4629918434722
280,973.15,997.7607142857141,26.780153232261657,1051.3210207502375,944.2004078211908
281,953.0,992.3821428571428,27.719977572031983,1047.8220980012068,936.9421877130787
282,986.9,989.0964285714284,25.15548161922268,1039.4073918098738,938.7854653329831
283,991.15,985.3214285714284,19.64430544112661,1024.6100394536816,946.0328176891752
284,1004.55,983.5928571428569,16.310801719958178,1016.2144605827733,950.9712537029405
285,1008.25,984.6999999999998,17.465372334129324,1019.6307446682584,949.7692553317412
286,998.7,984.4285714285713,17.194897658754606,1018.8183667460805,950.0387761110621
287,993.45,984.5392857142857,17.251601693452997,1019.0424891011917,950.0360823273797
288,1011.95,986.5178571428571,18.740101049972463,1023.998059242802,949.0376550429122
289,1036.3,989.3821428571428,22.929906631567732,1035.2419561202782,943.5223295940073
290,1048.35,993.5607142857142,27.828721871289048,1049.2181580282922,937.9032705431362
291,1076.85,1000.2035714285713,35.401773446924516,1071.0071183224204,929.4000245347223
292,1066.8,1008.317857142857,36.7911758188351,1081.9002087805272,934.7355055051868
293,1080.65,1016.4321428571427,39.42256093203659,1095.277264721216,937.5870209930695
294,1081.0,1024.1357142857141,40.82668070200469,1105.7890756897234,942.4823528817047
295,1061.8,1031.9071428571426,36.354461461180534,1104.6160657795037,959.1982199347815
296,971.15,1030.7821428571426,38.058131685137,1106.8984062274167,954.6658794868686
297,976.85,1029.7607142857141,39.37281460881823,1108.5063435033505,951.0150850680777
298,959.7,1026.5571428571427,43.21866075392925,1112.9944643650012,940.1198213492842
299,970.4,1023.8535714285714,45.571775443069505,1114.9971223147104,932.7100205424324
300,957.4,1020.9035714285712,48.563809983468914,1118.031191395509,923.7759514616334
301,947.25,1017.6035714285712,52.01956534393584,1121.642702116443,913.5644407406995
302,938.05,1012.3249999999997,56.21742047964486,1124.7598409592895,899.8901590407099
303,915.5,1003.6964285714283,61.29570653896127,1126.2878416493509,881.1050154935058
304,932.3,995.4071428571425,62.62505291612787,1120.6572486893983,870.1570370248868
305,954.9,986.6964285714282,58.78924700306488,1104.274922577558,869.1179345652985
306,952.55,978.5357142857139,54.59453138496024,1087.7247770556344,869.3466515157934
307,958.9,969.8392857142853,46.11587486794225,1062.0710354501698,877.6075359784008
308,954.35,960.7928571428567,33.26379908655749,1027.3204553159717,894.2652589697418
309,948.05,952.6678571428567,16.219558553513583,985.1069742498839,920.2287400358296
310,961.25,951.960714285714,15.553940615864652,983.0685955174432,920.8528330539847
311,945.6,949.7285714285711,13.8571102866012,977.4427920017735,922.0143508553687
312,952.0,949.178571428571,13.580949812245116,976.3404710530613,922.0166718040807
313,982.9,950.0714285714282,15.37573906024926,980.8229066919267,919.3199504509297
314,1009.75,953.810714285714,22.16276484568029,998.1362439770745,909.4851845943534
315,1039.85,960.4249999999996,31.783738887878474,1023.9924777757566,896.8575222242426
316,1028.9,966.9142857142854,35.875116877712685,1038.6645194697107,895.16405195886
317,1036.5,975.5571428571426,37.090605575786434,1049.7383540087155,901.3759317055698
318,1037.8,983.0928571428568,38.32276315487597,1059.7383834526088,906.4473308331048
319,1038.95,989.0964285714283,40.108341086684455,1069.3131107447973,908.8797463980594
320,1013.3,993.4357142857141,39.124443611540805,1071.6846015087956,915.1868270626325
321,1050.05,999.9464285714283,40.49539130609212,1080.9372111836126,918.9556459592441
322,1038.65,1005.9678571428568,39.44784583737559,1084.863548817608,927.0721654681056
323,1035.15,1012.1892857142855,36.35821343337015,1084.9057125810257,939.4728588475451
324,1052.05,1018.6749999999996,34.63004337055794,1087.9350867411156,949.4149132588838
325,1114.7,1030.7535714285711,36.61491638183718,1103.9834041922454,957.5237386648968
326,1100.55,1041.3642857142854,33.42232342757291,1108.2089325694312,974.5196388591396
327,1117.95,1051.010714285714,34.71446261770096,1120.4396395211159,981.581789050312
328,1150.9,1061.092857142857,41.61966000463845,1144.332177152134,977.8535371335801
329,1158.0,1069.5321428571426,48.406279818064796,1166.3447024932723,972.7195832210131
330,1161.95,1079.035714285714,52.68689965831181,1184.4095136023377,973.6619149690904
331,1146.65,1086.9035714285712,54.053095208775815,1195.009761846123,978.7973810110196
332,1161.3,1095.7249999999997,55.48166970340351,1206.6883394068068,984.7616605931927
333,1146.25,1103.3892857142853,54.436837706200336,1212.262961126686,994.5156103018846
334,1144.35,1112.7499999999995,48.72116898939265,1210.192337978785,1015.3076620212142
335,1152.3,1120.0535714285709,46.19765422069782,1212.4488798699665,1027.6582629871752
336,1147.45,1127.8249999999996,40.21422801218549,1208.2534560243705,1047.3965439756287
337,1120.35,1133.910714285714,30.34685497944598,1194.604424244606,1073.217004326822
338,1086.2,1136.3499999999997,23.961419310743782,1184.2728386214872,1088.4271613785122
339,1072.9,1133.3642857142854,28.951314760720145,1191.2669152357257,1075.461656192845
340,1086.85,1132.385714285714,30.3438209942014,1193.0733562741168,1071.698072297311
341,1073.6,1129.2178571428565,34.05492513315566,1197.3277074091677,1061.1080068765452
342,1052.35,1122.1785714285709,39.04772579946932,1200.2740230275094,1044.0831198296323
343,1033.25,1113.2678571428567,44.14567496519342,1201.5592070732434,1024.9765072124699
344,1071.8,1106.8285714285707,43.05993905765517,1192.948449543881,1020.7086933132604
345,1073.35,1101.5928571428565,42.29507089459291,1186.1829989320422,1017.0027153536706
346,1063.35,1094.5964285714279,39.6791190207689,1173.9546666129656,1015.2381905298901
347,1040.65,1087.0535714285709,39.13804201053213,1165.329655449635,1008.7774874075067
348,998.35,1076.6249999999993,42.040359500409274,1160.705719000818,992.5442809991807
349,1009.7,1066.4392857142852,39.49280449833133,1145.424894710948,987.4536767176226
350,1005.05,1056.2678571428564,35.11887289645028,1126.505602935757,986.0301113499559
351,980.55,1046.2821428571422,35.370596258345124,1117.0233353738324,975.5409503404519
352,953.25,1036.7857142857135,41.19654778559804,1119.1788098569095,954.3926187145174
353,980.7,1030.1999999999994,42.333097616955165,1114.8661952339096,945.533804766089
354,984.8,1022.9107142857135,40.57779886821739,1104.0663120221484,941.7551165492788
355,977.95,1016.0785714285706,39.422580967135765,1094.923733362842,937.233409494299
356,813.9,999.0464285714278,65.45877288647155,1129.9639743443709,868.1288827984847
357,802.6,982.5714285714278,82.89215355435978,1148.3557356801473,816.7871214627082
358,809.4,963.8285714285706,90.48284944649161,1144.7942703215538,782.8628725355874
359,805.5,944.6964285714278,93.80066726080271,1132.2977630930332,757.0950940498224
360,779.7,924.4357142857135,96.78665957934415,1118.009033444402,730.8623951270253
361,770.95,905.1714285714279,98.69770224565403,1102.566833062736,707.7760240801199
362,777.7,889.4107142857137,100.27853167470843,1089.9677776351305,688.8536509362968
363,786.15,873.4428571428564,97.40827609986522,1068.2594093425869,678.6263049431259
364,850.85,862.4285714285708,89.80338933617175,1042.0353501009142,682.8217927562273
365,827.1,851.4678571428566,83.41460305454643,1018.2970632519495,684.6386510337637
366,803.95,840.8035714285709,78.81824872716892,998.4400688829087,683.1670739742331
367,821.85,829.4571428571423,67.79264725601361,965.0424373691695,693.8718483451152
368,834.6,818.728571428571,51.16306778814928,921.0547070048694,716.4024358522724
369,836.6,808.6321428571424,24.131639039806075,856.8954209367546,760.3688647775302
