Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
JINDALSTEL,EQ,2017-08-18,139.85,138.0,139.25,134.8,136.0,136.3,136.81,8894022,1216833024.05,32975,1542571,17.34,8,2017,130.46045284898992,-0.025384340364676294,Slight or No change
JINDALSTEL,EQ,2017-08-21,136.3,138.45,139.45,130.7,131.3,131.7,135.79,6302704,855861417.15,28254,1207425,19.16,8,2017,130.47159239741904,-0.03374908290535594,Slight or No change
JINDALSTEL,EQ,2017-08-22,131.7,133.5,134.35,128.1,129.6,129.0,131.43,7656731,1006334107.0,30915,1161736,15.17,8,2017,130.4556998741134,-0.020501138952163878,Slight or No change
JINDALSTEL,EQ,2017-08-23,129.0,132.9,133.75,129.2,133.1,133.1,131.16,6241441,818625643.9,25414,517676,8.29,8,2017,130.4787753699411,0.03178294573643403,Slight or No change
JINDALSTEL,EQ,2017-08-24,133.1,133.8,136.4,132.7,135.5,135.15,134.84,6541270,882056516.95,26946,879661,13.45,8,2017,130.52110986412615,0.015401953418482384,Slight or No change
JINDALSTEL,EQ,2017-08-28,135.15,135.5,137.1,133.05,135.7,135.85,135.26,4814276,651160401.1,34757,856689,17.79,8,2017,130.55641859663965,0.005179430262671092,Slight or No change
JINDALSTEL,EQ,2017-08-29,135.85,133.8,135.5,130.6,131.6,131.4,133.36,6335762,844946504.85,26823,1188531,18.76,8,2017,130.56371098224528,-0.03275671696724325,Slight or No change
JINDALSTEL,EQ,2017-08-30,131.4,133.0,137.8,132.65,137.15,137.15,136.05,6543595,890245541.7,30224,1281317,19.58,8,2017,130.6219938270178,0.04375951293759517,Slight or No change
JINDALSTEL,EQ,2017-08-31,137.15,136.5,137.85,134.7,137.0,137.1,136.44,8489641,1158361974.0,31562,2916266,34.35,8,2017,130.6955224743959,-0.00036456434560705464,Slight or No change
JINDALSTEL,EQ,2017-09-01,137.1,138.0,143.8,137.15,142.1,142.7,140.67,10266789,1444248637.6,39766,2174632,21.18,9,2017,130.85807098099718,0.04084609773887671,Slight or No change
JINDALSTEL,EQ,2017-09-04,142.7,142.95,145.9,137.7,139.25,139.75,141.36,10238023,1447297021.8,39454,1301786,12.72,9,2017,130.976536580039,-0.02067274001401531,Slight or No change
JINDALSTEL,EQ,2017-09-05,139.75,140.5,142.8,139.2,140.05,140.3,140.87,4816191,678469514.85,22594,616525,12.8,9,2017,131.03460603620331,0.003935599284436542,Slight or No change
JINDALSTEL,EQ,2017-09-06,140.3,139.7,143.3,138.3,141.5,141.5,141.41,6265572,885993528.8,28820,1150569,18.36,9,2017,131.11872198203056,0.008553100498930766,Slight or No change
JINDALSTEL,EQ,2017-09-07,141.5,142.4,143.4,140.55,141.65,141.75,141.76,5173830,733444576.8,18997,1308370,25.29,9,2017,131.18881693541135,0.0017667844522968323,Slight or No change
JINDALSTEL,EQ,2017-09-08,141.75,143.0,145.2,140.45,141.55,141.95,143.1,6994363,1000906708.8,27976,913330,13.06,9,2017,131.2838869306669,0.0014109347442678999,Slight or No change
JINDALSTEL,EQ,2017-09-11,141.95,143.25,144.0,141.05,143.5,143.15,142.66,4889456,697520701.45,20293,945766,19.34,9,2017,131.3567203040977,0.008453680873547142,Slight or No change
JINDALSTEL,EQ,2017-09-12,143.15,144.45,147.4,144.15,145.7,145.8,145.95,6501466,948897136.4,35369,1657469,25.49,9,2017,131.4736455758366,0.018512050296891402,Slight or No change
JINDALSTEL,EQ,2017-09-13,145.8,146.1,146.9,141.15,142.0,141.95,143.98,5348477,770070026.75,24629,1413282,26.42,9,2017,131.54295445227055,-0.02640603566529509,Slight or No change
JINDALSTEL,EQ,2017-09-14,141.95,142.8,148.15,142.5,147.3,147.55,145.9,9447513,1378436803.7,48144,2148762,22.74,9,2017,131.7278521401344,0.0394505107432197,Slight or No change
JINDALSTEL,EQ,2017-09-15,147.55,145.4,150.65,143.65,149.2,149.15,147.64,10821850,1597706947.6,52782,2899058,26.79,9,2017,131.95536051382425,0.01084378176889178,Slight or No change
JINDALSTEL,EQ,2017-09-18,149.15,150.1,152.35,148.45,150.75,150.7,150.78,7326408,1104673474.6,34781,2067058,28.21,9,2017,132.11962352904771,0.010392222594703293,Slight or No change
JINDALSTEL,EQ,2017-09-19,150.7,151.0,153.25,150.0,151.0,151.9,152.07,6055756,920879043.55,33654,2052328,33.89,9,2017,132.26186954350104,0.007962840079628553,Slight or No change
JINDALSTEL,EQ,2017-09-20,151.9,152.0,154.7,151.25,152.5,152.85,153.17,5884373,901282884.1,28617,1707368,29.02,9,2017,132.40473594427107,0.006254114549045342,Slight or No change
JINDALSTEL,EQ,2017-09-21,152.85,152.9,154.45,148.75,151.85,151.85,151.41,6363388,963483200.8,26407,1566005,24.61,9,2017,132.5495692371663,-0.006542361792607143,Slight or No change
JINDALSTEL,EQ,2017-09-22,151.85,150.75,150.75,138.65,139.9,139.65,143.55,12635253,1813735955.45,50389,4166997,32.98,9,2017,132.65304982306657,-0.08034244320052675,Slight or No change
JINDALSTEL,EQ,2017-09-25,139.65,139.6,139.85,131.9,133.65,134.15,134.83,7144044,963218315.6,25883,1540044,21.56,9,2017,132.66528408359815,-0.03938417472252054,Slight or No change
JINDALSTEL,EQ,2017-09-26,134.15,134.6,139.2,132.2,138.1,138.2,136.89,4962085,679281464.8,24255,546546,11.01,9,2017,132.69652526399452,0.030190085724934645,Slight or No change
JINDALSTEL,EQ,2017-09-27,138.2,139.25,140.5,132.5,132.9,133.3,135.95,4368723,593924843.65,17754,1045104,23.92,9,2017,132.69950946844438,-0.03545586107091159,Slight or No change
JINDALSTEL,EQ,2017-09-28,133.3,135.95,137.35,133.35,134.0,134.8,135.22,6681620,903487531.6,21140,2348487,35.15,9,2017,132.7152763295314,0.011252813203300738,Slight or No change
JINDALSTEL,EQ,2017-09-29,134.8,135.5,136.5,133.65,135.15,134.65,135.32,4193895,567527997.0,26480,740859,17.67,9,2017,132.72434905689084,-0.001112759643916994,Slight or No change
JINDALSTEL,EQ,2017-10-03,134.65,135.8,146.9,135.8,143.7,144.2,142.28,13646630,1941681006.6,63008,2715364,19.9,10,2017,132.89682449226044,0.07092461938358685,Slight or No change
JINDALSTEL,EQ,2017-10-04,144.2,143.5,146.25,142.55,145.95,145.0,144.46,8132667,1174862173.0,45313,3374010,41.49,10,2017,133.00426899785893,0.00554785020804438,Slight or No change
JINDALSTEL,EQ,2017-10-05,145.0,145.25,148.95,144.8,148.0,147.85,147.54,5944525,877071963.2,34829,1737585,29.23,10,2017,133.09997995494956,0.019655172413793,Slight or No change
JINDALSTEL,EQ,2017-10-06,147.85,148.1,153.75,148.1,152.3,152.75,151.78,10321226,1566516281.1,49735,2599095,25.18,10,2017,133.31750178006095,0.03314169766655395,Slight or No change
JINDALSTEL,EQ,2017-10-09,152.75,153.0,161.5,152.6,159.0,158.05,158.68,16929333,2686289476.3,64593,3569640,21.09,10,2017,133.7585657264095,0.03469721767594125,Slight or No change
JINDALSTEL,EQ,2017-10-10,158.05,159.45,160.35,154.15,156.7,156.5,157.04,8025061,1260241256.0,32199,2381478,29.68,10,2017,133.9492013216797,-0.009807023093957645,Slight or No change
JINDALSTEL,EQ,2017-10-11,156.5,157.1,160.2,150.5,151.7,151.5,155.25,7882936,1223839811.8,38483,2281914,28.95,10,2017,134.09253928370637,-0.03194888178913735,Slight or No change
JINDALSTEL,EQ,2017-10-12,151.5,153.25,162.5,150.5,162.3,161.7,158.21,15204707,2405537227.95,75597,2131570,14.02,10,2017,134.52068626137296,0.06732673267326716,Slight or No change
JINDALSTEL,EQ,2017-10-13,161.7,161.95,165.5,159.8,162.15,162.65,162.69,10970776,1784835246.25,47266,1248399,11.38,10,2017,134.83196691611812,0.00587507730364889,Slight or No change
JINDALSTEL,EQ,2017-10-16,162.65,163.95,169.7,161.2,164.3,164.6,166.27,13091610,2176776337.25,55165,2967629,22.67,10,2017,135.21993981235275,0.011988933292345516,Slight or No change
JINDALSTEL,EQ,2017-10-17,164.6,164.4,165.3,160.6,161.95,161.75,162.67,7240254,1177780315.35,27759,1586173,21.91,10,2017,135.40979876415628,-0.017314702308626972,Slight or No change
JINDALSTEL,EQ,2017-10-18,161.75,162.85,164.0,160.25,161.5,161.2,161.81,5969402,965922952.2,22430,1415329,23.71,10,2017,135.56107464349873,-0.0034003091190109025,Slight or No change
JINDALSTEL,EQ,2017-10-19,161.2,161.7,161.75,157.8,159.25,159.95,160.48,1357181,217795818.05,5095,556086,40.97,10,2017,135.59355612127743,-0.007754342431761763,Slight or No change
JINDALSTEL,EQ,2017-10-23,159.95,160.1,161.85,151.7,157.55,157.8,156.81,9747030,1528464903.1,47333,1671918,17.15,10,2017,135.80394483915023,-0.013441700531415912,Slight or No change
JINDALSTEL,EQ,2017-10-24,157.8,157.6,163.8,156.55,162.7,161.9,161.49,6915565,1116809205.8,31260,1420072,20.53,10,2017,135.97819135210574,0.025982256020278705,Slight or No change
JINDALSTEL,EQ,2017-10-25,161.9,164.0,166.4,159.4,165.5,165.4,163.54,6224569,1017978013.6,39547,2016644,32.4,10,2017,136.15395859579746,0.021618282890673246,Slight or No change
JINDALSTEL,EQ,2017-10-26,165.4,164.9,169.5,162.75,168.5,168.15,166.62,10581514,1763074214.25,44779,4841092,45.75,10,2017,136.4756319297041,0.01662636033857323,Slight or No change
JINDALSTEL,EQ,2017-10-27,168.15,167.5,170.45,165.15,166.25,166.45,167.66,7456249,1250142722.65,37138,2927861,39.27,10,2017,136.6864829230427,-0.010110020814748877,Slight or No change
JINDALSTEL,EQ,2017-10-30,166.45,167.0,168.85,163.75,166.0,165.55,165.85,4758023,789128438.55,23667,1817512,38.2,10,2017,136.81546693876857,-0.00540702913787916,Slight or No change
JINDALSTEL,EQ,2017-10-31,165.55,166.3,166.85,160.35,163.45,163.1,163.83,6138854,1005734247.9,31692,1947991,31.73,10,2017,136.9661452985884,-0.014799154334038112,Slight or No change
JINDALSTEL,EQ,2017-11-01,163.1,164.7,166.0,161.2,164.1,164.2,164.07,4344837,712871533.8,22770,1318455,30.35,11,2017,137.07619463310783,0.006744328632740659,Slight or No change
JINDALSTEL,EQ,2017-11-02,164.2,161.0,164.6,159.2,163.3,163.1,161.96,7120347,1153184830.45,29302,1919149,26.95,11,2017,137.2473971910359,-0.006699147381242332,Slight or No change
JINDALSTEL,EQ,2017-11-03,163.1,163.2,166.15,162.1,165.25,165.3,164.61,4265476,702123678.05,19069,584143,13.69,11,2017,137.35751834791856,0.013488657265481319,Slight or No change
JINDALSTEL,EQ,2017-11-06,165.3,162.05,164.5,161.35,162.3,162.5,162.94,5023388,818514414.05,16849,1971860,39.25,11,2017,137.4732179420053,-0.016938898971566863,Slight or No change
JINDALSTEL,EQ,2017-11-07,162.5,164.55,164.8,158.1,160.5,160.35,160.54,4809043,772048987.85,19687,1477912,30.73,11,2017,137.57355734773486,-0.013230769230769268,Slight or No change
JINDALSTEL,EQ,2017-11-08,160.35,161.0,162.85,156.3,158.65,157.85,159.58,3514675,560864079.45,16836,640196,18.21,11,2017,137.6383468938504,-0.015590894917368203,Slight or No change
JINDALSTEL,EQ,2017-11-09,157.85,159.1,165.9,159.1,165.8,164.3,161.7,5195970,840195492.95,21539,1021611,19.66,11,2017,137.76369997269356,0.04086157744694341,Slight or No change
JINDALSTEL,EQ,2017-11-10,164.3,167.0,167.8,160.2,165.9,165.5,164.08,7467694,1225279316.55,32404,1021719,13.68,11,2017,137.94986220838823,0.0073037127206330155,Slight or No change
JINDALSTEL,EQ,2017-11-13,165.5,165.0,176.55,162.55,171.0,171.7,171.4,18259282,3129724085.5,86734,2614090,14.32,11,2017,138.49479927738426,0.03746223564954665,Slight or No change
JINDALSTEL,EQ,2017-11-14,171.7,171.0,173.65,169.55,169.8,170.4,171.23,6257618,1071504492.1,35583,1112093,17.77,11,2017,138.6703736442659,-0.007571345369830951,Slight or No change
JINDALSTEL,EQ,2017-11-15,170.4,168.0,169.5,159.1,161.4,161.1,162.67,8033865,1306878821.35,31595,2217912,27.61,11,2017,138.8277283109352,-0.05457746478873249,Slight or No change
JINDALSTEL,EQ,2017-11-16,161.1,161.5,167.2,159.0,165.65,165.85,163.0,6537874,1065689381.35,41806,1786799,27.33,11,2017,138.9811260895316,0.029484792054624398,Slight or No change
JINDALSTEL,EQ,2017-11-17,165.85,166.2,168.85,163.3,164.5,164.75,165.63,5811570,962584138.15,18459,1528946,26.31,11,2017,139.1105050351388,-0.006632499246306822,Slight or No change
JINDALSTEL,EQ,2017-11-20,164.75,164.0,174.95,163.1,173.95,173.95,170.01,13140327,2234008524.0,47893,3395176,25.84,11,2017,139.50157123808472,0.0558421851289832,Slight or No change
JINDALSTEL,EQ,2017-11-21,173.95,174.1,175.8,171.05,172.7,172.7,173.33,4878698,845608681.35,21278,471695,9.67,11,2017,139.63935167644047,-0.0071859729807416395,Slight or No change
JINDALSTEL,EQ,2017-11-22,172.7,173.6,176.8,169.65,173.45,173.55,173.43,6480815,1123984438.75,34598,1119142,17.27,11,2017,139.82527937016755,0.004921829762594143,Slight or No change
JINDALSTEL,EQ,2017-11-23,173.55,173.8,177.3,168.25,171.6,171.75,172.89,6943411,1200463997.8,39687,1540388,22.18,11,2017,140.01171746657812,-0.01037165082108904,Slight or No change
JINDALSTEL,EQ,2017-11-24,171.75,171.7,173.9,168.7,172.5,172.85,172.11,3802315,654403319.9,19801,740306,19.47,11,2017,140.11640055763942,0.006404657933042124,Slight or No change
JINDALSTEL,EQ,2017-11-27,172.85,173.25,173.9,171.6,173.2,172.75,172.74,2480639,428499183.15,13067,326769,13.17,11,2017,140.1841294961079,-0.0005785363031529656,Slight or No change
JINDALSTEL,EQ,2017-11-28,172.75,173.0,178.65,171.65,172.5,172.8,175.56,6531371,1146663164.3,32960,976225,14.95,11,2017,140.36139013536285,0.0002894356005789245,Slight or No change
JINDALSTEL,EQ,2017-11-29,172.8,173.0,174.3,170.65,172.55,171.95,172.59,3049728,526344582.2,14842,742809,24.36,11,2017,140.44134960264915,-0.004918981481481621,Slight or No change
JINDALSTEL,EQ,2017-11-30,171.95,172.1,177.3,171.0,171.8,171.95,173.41,11448845,1985308720.95,46458,4337480,37.89,11,2017,140.737943581269,0.0,Slight or No change
JINDALSTEL,EQ,2017-12-01,171.95,173.45,177.1,165.2,165.35,168.15,173.54,8851477,1536124640.6,33169,1867811,21.1,12,2017,140.93599549811603,-0.022099447513812098,Slight or No change
JINDALSTEL,EQ,2017-12-04,168.15,167.7,170.6,166.05,170.0,169.25,168.83,4965176,838281400.5,21534,775595,15.62,12,2017,141.05028361471292,0.006541778174249169,Slight or No change
JINDALSTEL,EQ,2017-12-05,169.25,167.0,168.9,162.4,165.15,164.9,165.08,4601289,759559344.15,22692,564701,12.27,12,2017,141.13916408793787,-0.025701624815361868,Slight or No change
JINDALSTEL,EQ,2017-12-06,164.9,162.75,163.0,157.75,158.25,158.45,160.01,6322982,1011758911.75,27371,1077971,17.05,12,2017,141.2273634027522,-0.039114614918132284,Slight or No change
JINDALSTEL,EQ,2017-12-07,158.45,158.2,163.9,158.1,163.85,163.35,161.68,4492710,726384111.25,22395,625921,13.93,12,2017,141.3071630735988,0.030924581887030733,Slight or No change
JINDALSTEL,EQ,2017-12-08,163.35,164.2,167.3,164.0,164.7,165.2,165.98,5689726,944408443.35,24120,1147617,20.17,12,2017,141.41581450802119,0.011325374961738577,Slight or No change
JINDALSTEL,EQ,2017-12-11,165.2,166.7,166.7,162.6,165.15,165.4,164.75,3388584,558268631.2,16368,987264,29.14,12,2017,141.48059511587564,0.001210653753026758,Slight or No change
JINDALSTEL,EQ,2017-12-12,165.4,165.4,167.65,163.1,164.0,163.65,165.66,3494882,578953605.75,26170,530723,15.19,12,2017,141.5421808621687,-0.010580411124546552,Slight or No change
JINDALSTEL,EQ,2017-12-13,163.65,163.5,165.1,160.2,160.8,161.1,162.69,3291012,535428623.0,16443,383590,11.66,12,2017,141.5932089101551,-0.015582034830430858,Slight or No change
JINDALSTEL,EQ,2017-12-14,161.1,161.5,162.5,158.45,162.25,161.8,160.57,3836624,616046965.5,18876,732744,19.1,12,2017,141.6544843856956,0.004345127250155345,Slight or No change
JINDALSTEL,EQ,2017-12-15,161.8,163.6,166.25,162.8,165.5,164.95,165.02,3067107,506125324.05,19669,612009,19.95,12,2017,141.71082087895317,0.01946847960444975,Slight or No change
JINDALSTEL,EQ,2017-12-18,164.95,162.7,177.0,160.75,177.0,175.95,171.74,11851043,2035255957.95,54497,2312681,19.51,12,2017,142.02779890311535,0.06668687481054869,Slight or No change
JINDALSTEL,EQ,2017-12-19,175.95,177.0,180.8,174.65,179.8,179.95,178.2,7335037,1307092063.25,33488,1003663,13.68,12,2017,142.24385359126833,0.02273373117362887,Slight or No change
JINDALSTEL,EQ,2017-12-20,179.95,179.0,188.2,177.75,184.6,185.1,184.14,12726348,2343431194.4,62825,1946665,15.3,12,2017,142.66333516451078,0.028619060850236133,Slight or No change
JINDALSTEL,EQ,2017-12-21,185.1,185.1,186.7,182.7,185.15,185.35,184.74,5487855,1013835899.1,28922,886767,16.16,12,2017,142.8427513420492,0.0013506212857914424,Slight or No change
JINDALSTEL,EQ,2017-12-22,185.35,185.0,189.05,182.5,184.2,184.6,185.61,5422006,1006387518.2,24423,992717,18.31,12,2017,143.01543803505058,-0.004046398705152443,Slight or No change
JINDALSTEL,EQ,2017-12-26,184.6,184.6,194.9,184.6,192.65,192.65,191.69,11771413,2256445158.15,56953,2201691,18.7,12,2017,143.45710808932972,0.04360780065005421,Slight or No change
JINDALSTEL,EQ,2017-12-27,192.65,195.0,197.45,190.5,195.1,194.65,194.48,9372356,1822777078.75,48765,1676932,17.89,12,2017,143.81725319599593,0.010381520892810858,Slight or No change
JINDALSTEL,EQ,2017-12-28,194.65,195.5,203.7,194.9,203.5,202.45,200.37,12794543,2563578768.75,54265,2425321,18.96,12,2017,144.37499489202764,0.04007192396609294,Slight or No change
JINDALSTEL,EQ,2017-12-29,202.45,203.7,206.75,201.1,205.0,205.05,203.88,6035925,1230632155.05,25625,596745,9.89,12,2017,144.64606222372205,0.012842677204248032,Slight or No change
JINDALSTEL,EQ,2018-01-01,205.05,204.5,209.6,203.6,205.5,206.2,206.82,6556125,1355959753.15,27382,1165462,17.78,1,2018,144.94331385619634,0.005608388198000469,Slight or No change
JINDALSTEL,EQ,2018-01-02,206.2,207.0,207.8,199.75,203.5,203.4,203.69,6309495,1285153343.2,29202,1055464,16.73,1,2018,145.21373228385713,-0.013579049466537207,Slight or No change
JINDALSTEL,EQ,2018-01-03,203.4,204.55,222.45,204.55,220.8,219.55,216.13,21696089,4689168592.65,94081,3242214,14.94,1,2018,146.37768605975293,0.07940019665683384,Slight or No change
JINDALSTEL,EQ,2018-01-04,219.55,220.95,252.0,217.1,242.75,244.55,236.52,44549944,10536816358.55,206361,8533758,19.16,1,2018,149.43574806299813,0.11386927806877711,Slight or No change
JINDALSTEL,EQ,2018-01-05,244.55,243.0,249.3,236.7,241.25,239.05,242.72,22890636,5555927950.1,113211,3460830,15.12,1,2018,150.8474694731271,-0.02249028828460442,Slight or No change
JINDALSTEL,EQ,2018-01-08,239.05,246.0,270.6,246.0,256.45,256.45,259.9,38180155,9922850923.55,187916,6731973,17.63,1,2018,153.55119181514553,0.07278811964024245,Slight or No change
JINDALSTEL,EQ,2018-01-09,256.45,258.05,259.0,247.1,250.2,248.75,251.77,14644189,3686992745.05,79767,2778302,18.97,1,2018,154.47696139954172,-0.03002534607135887,Slight or No change
JINDALSTEL,EQ,2018-01-10,248.75,253.0,269.0,248.1,267.5,262.4,256.97,23437832,6022784427.4,95905,3957452,16.88,1,2018,156.13094172972077,0.054874371859296334,Slight or No change
JINDALSTEL,EQ,2018-01-11,262.4,262.0,274.3,255.6,265.85,267.35,265.45,31832706,8450068028.6,157742,3545042,11.14,1,2018,158.39874068868224,0.018864329268292845,Slight or No change
JINDALSTEL,EQ,2018-01-12,267.35,266.8,271.8,261.15,263.75,264.85,266.58,17089451,4555784860.6,81841,1739775,10.18,1,2018,159.5514040044093,-0.009351037965214193,Slight or No change
JINDALSTEL,EQ,2018-01-15,264.85,267.05,275.85,263.95,269.95,267.3,270.54,18728962,5066991453.9,102645,3733039,19.93,1,2018,160.8150502051337,0.009250519161789539,Slight or No change
JINDALSTEL,EQ,2018-01-16,267.3,268.25,273.7,257.6,270.5,270.7,265.51,18387871,4882132762.5,94133,4100848,22.3,1,2018,162.06587900045713,0.012719790497568217,Slight or No change
JINDALSTEL,EQ,2018-01-17,270.7,268.0,273.4,262.0,269.05,269.7,269.49,15100692,4069552172.15,82045,2208607,14.63,1,2018,163.06273870379016,-0.003694126339120807,Slight or No change
JINDALSTEL,EQ,2018-01-18,269.7,271.05,273.1,261.0,263.0,264.35,267.38,12623614,3375246744.15,75673,2095944,16.6,1,2018,163.84091188927806,-0.019836855765665407,Slight or No change
JINDALSTEL,EQ,2018-01-19,264.35,263.05,265.4,250.25,263.7,264.15,259.25,16084560,4169922855.2,80547,1700656,10.57,1,2018,164.81333769557966,-0.000756572725553406,Slight or No change
JINDALSTEL,EQ,2018-01-22,264.15,263.7,266.7,261.2,264.0,263.75,263.77,6732312,1775753316.6,32379,913163,13.56,1,2018,165.21316261825504,-0.0015142911224682587,Slight or No change
JINDALSTEL,EQ,2018-01-23,263.75,264.0,294.3,263.8,291.9,290.75,286.77,36250757,10395532391.2,184272,3980244,10.98,1,2018,167.88670823881446,0.10236966824644544,Slight or No change
JINDALSTEL,EQ,2018-01-24,290.75,289.9,289.9,273.2,274.85,276.5,282.62,11937496,3373789425.1,69710,2407594,20.17,1,2018,168.64312372733693,-0.04901117798796217,Slight or No change
JINDALSTEL,EQ,2018-01-25,276.5,275.55,283.55,267.55,279.6,280.2,276.95,19512587,5404071982.2,113102,3517555,18.03,1,2018,169.89874739889413,0.013381555153707092,Slight or No change
JINDALSTEL,EQ,2018-01-29,280.2,282.0,282.8,264.25,266.1,266.05,271.7,15891835,4317772725.25,88528,2265042,14.25,1,2018,170.77214962522814,-0.050499643112062786,Slight or No change
JINDALSTEL,EQ,2018-01-30,266.05,267.05,274.35,263.9,267.8,268.35,269.23,13236861,3563722974.45,66136,2118160,16.0,1,2018,171.50488645650103,0.008644991542943181,Slight or No change
JINDALSTEL,EQ,2018-01-31,268.35,270.0,274.0,264.25,265.45,266.45,269.05,11086304,2982724712.85,65348,2103355,18.97,1,2018,172.09828754338582,-0.007080305571082635,Slight or No change
JINDALSTEL,EQ,2018-02-01,266.45,266.5,271.9,253.05,265.85,265.95,265.26,9365791,2484346047.8,56341,1342773,14.34,2,2018,172.59122129968455,-0.001876524676299507,Slight or No change
JINDALSTEL,EQ,2018-02-02,265.95,260.0,264.4,245.5,249.95,250.55,256.56,14345960,3680601339.6,69916,1664797,11.6,2,2018,173.21340205718806,-0.05790562135739796,Slight or No change
JINDALSTEL,EQ,2018-02-05,250.55,239.0,262.15,235.1,260.8,259.55,251.42,13957982,3509267020.75,83343,2521442,18.06,2,2018,173.87864488848575,0.03592097385751347,Slight or No change
JINDALSTEL,EQ,2018-02-06,259.55,238.0,261.7,236.25,253.3,253.9,251.17,16272624,4087257491.55,80174,2351145,14.45,2,2018,174.59107503850407,-0.02176844538624545,Slight or No change
JINDALSTEL,EQ,2018-02-07,253.9,257.0,268.75,250.1,250.3,252.65,257.25,9109437,2343373415.1,53167,1156210,12.69,2,2018,174.97818450548155,-0.004923198109491933,Slight or No change
JINDALSTEL,EQ,2018-02-08,252.65,253.9,272.9,248.0,267.0,266.3,261.9,16036869,4200057186.35,87084,1497698,9.34,2,2018,175.76856944173738,0.05402731050860887,Slight or No change
JINDALSTEL,EQ,2018-02-09,266.3,255.35,276.4,255.35,272.2,272.65,268.41,15474462,4153428044.5,97225,1609616,10.4,2,2018,176.57096538760987,0.02384528726999613,Slight or No change
JINDALSTEL,EQ,2018-02-12,272.65,279.5,279.5,272.6,273.45,274.1,275.67,7007854,1931830347.25,46690,1019964,14.55,2,2018,176.93540511525796,0.005318173482486976,Slight or No change
JINDALSTEL,EQ,2018-02-14,274.1,276.1,278.5,267.0,267.5,270.05,274.22,6400186,1755086700.0,47599,780125,12.19,2,2018,177.2520974112749,-0.01477562933236054,Slight or No change
JINDALSTEL,EQ,2018-02-15,270.05,270.25,277.4,262.4,265.5,265.35,270.96,9064245,2456058092.55,63362,1366001,15.07,2,2018,177.67441333907138,-0.017404184410294343,Slight or No change
JINDALSTEL,EQ,2018-02-16,265.35,268.2,270.25,246.5,252.55,251.5,258.25,13825697,3570520452.6,74316,1871384,13.54,2,2018,178.21029667853057,-0.0521952138684757,Slight or No change
JINDALSTEL,EQ,2018-02-19,251.5,254.25,254.8,242.7,250.4,250.0,248.43,10383315,2579549447.8,66024,879878,8.47,2,2018,178.59953303186728,-0.005964214711729587,Slight or No change
JINDALSTEL,EQ,2018-02-20,250.0,250.95,255.8,246.05,251.2,252.0,251.92,10140175,2554500171.55,57962,925089,9.12,2,2018,178.9861367135168,0.008000000000000007,Slight or No change
JINDALSTEL,EQ,2018-02-21,252.0,254.15,254.8,243.05,246.7,247.3,247.52,8618601,2133283829.75,50631,1329438,15.43,2,2018,179.29059476579687,-0.018650793650793585,Slight or No change
JINDALSTEL,EQ,2018-02-22,247.3,246.0,252.2,243.6,250.55,250.25,249.05,9863538,2456522205.95,50000,2464118,24.98,2,2018,179.65068805976426,0.011928831378891891,Slight or No change
JINDALSTEL,EQ,2018-02-23,250.25,251.0,266.0,250.3,265.3,265.0,260.55,13491018,3515137490.45,70462,1959193,14.52,2,2018,180.2390073663178,0.05894105894105883,Slight or No change
JINDALSTEL,EQ,2018-02-26,265.0,267.9,270.7,264.6,266.6,267.45,267.22,7464313,1994626791.9,49859,1227919,16.45,2,2018,180.57034919408892,0.009245283018867845,Slight or No change
JINDALSTEL,EQ,2018-02-27,267.45,267.45,269.95,263.05,263.45,264.05,266.38,5409534,1440974146.2,32421,419787,7.76,2,2018,180.7995739459006,-0.012712656571321701,Slight or No change
JINDALSTEL,EQ,2018-02-28,264.05,261.0,262.2,252.9,253.65,254.4,257.63,9436525,2431110099.65,52361,1527348,16.19,2,2018,181.15043742305332,-0.03654610869153574,Slight or No change
JINDALSTEL,EQ,2018-03-01,254.4,252.5,258.2,246.0,246.95,248.85,253.22,6401382,1620981236.9,38570,1112305,17.38,3,2018,181.36866175408605,-0.02181603773584906,Slight or No change
JINDALSTEL,EQ,2018-03-05,248.85,246.25,246.25,228.9,238.4,238.05,235.88,19294475,4551098358.45,103765,2243548,11.63,3,2018,181.9140647167333,-0.04339963833634708,Slight or No change
JINDALSTEL,EQ,2018-03-06,238.05,242.25,248.35,231.55,232.0,233.65,241.73,15121389,3655264947.2,75941,2113786,13.98,3,2018,182.30129172442633,-0.01848351186725483,Slight or No change
JINDALSTEL,EQ,2018-03-07,233.65,232.0,236.7,228.0,233.1,231.85,232.79,14250354,3317404028.4,63782,2196328,15.41,3,2018,182.64833775231162,-0.007703830515728649,Slight or No change
JINDALSTEL,EQ,2018-03-08,231.85,235.4,237.4,222.85,234.8,234.7,231.55,12164822,2816756913.85,61699,1328588,10.92,3,2018,182.95770939081336,0.01229243045072237,Slight or No change
JINDALSTEL,EQ,2018-03-09,234.7,237.5,237.5,220.55,222.5,222.25,227.39,16358023,3719630201.05,87991,2546792,15.57,3,2018,183.2692546089742,-0.05304644226672339,Slight or No change
JINDALSTEL,EQ,2018-03-12,222.25,224.8,232.75,221.1,232.5,230.4,226.67,12273881,2782080112.5,61819,1552458,12.65,3,2018,183.5479906053799,0.036670416197975175,Slight or No change
